title,point,review,type
담보,10,성동일과 소이와의 연기 보기좋았습니다,긍정
야수와 미녀,10,다시봐도 재미있음^^,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,그대고맙소 대구 월성 에서 첫번째 보고너무감동했어한번으로너무아쉬워두번째대구스타디움에서(몸이불편하신80대후반어르신과70대어르신을보고감동3번째는(젊은 2대 아가씨 두분 슬퍼 눈물이 난다 감동이다)라고~아리스 는 이닌듯 김호중 님 이 내가수 라는것이 너무 자랑스럽습니다 트바로티 사랑합니다,긍정
담보,10,내용도 흥미로웠고 담보가 커가면서 과정을 지켜보는 두석아저씨의 마음이 표정에서 느껴져서 그 감정을 다 느낄 수 있었습니다. 담보를 아끼고 생각하는 마음이 너무 감동적이라 많은 장면에서 눈물이 났던 것 같습니다. 그리고 애기는 정말 보물이네요 생각보다 감동 포인트가 많아요. 제 기준으로 아주 좋았습니다.,긍정
여중생A,9,김환희 연기가 사랑스럽고 잘 표현되어졌습니다. 전체적인 내용을 영화화 하는데 의미 전달이 비교적 잘 되었습니다. 성장기 영화가 여운이 남는 영화이긴 쉽지 않은데....,긍정
오케이 마담,1,평균 점수에 속았다. 점수 더 깍여야 함,부정
다만 악에서 구하소서,2,허세와 비약의 신세계,부정
다만 악에서 구하소서,7,연기 검증된 배우들.(근데 황정민은 저런 말없는 역할은 안어울리는듯 누적된 이미지때문인지 안어울림) 내용은 액션말고 볼건없음,부정
국제수사,10,필리핀 여행가고 싶어 지는 영화ㅋㅋㅋ 요즘 여행도 못가는데 대리만족함ㅋㅋㅋ 영화도 꾸르잼,긍정
담보,2,"뭐하나 높게 봐줄게 없다 오프닝때 JK필름떴을 때 나왔어야했다. 웃기지도 않은 개그코드, 성동일은 소리만 지르고 김희원은 쭈구리처럼당하기만 하다 뒤에서 욕하고 꼬마애는 울다가 웃다가 끝난다. 평점알바한테 제대로 속아서 당했네...",부정
뮬란,1,ㄹㅇ 평론가도 알바 씀? 진보한 여성 서사? 주제와 의미를 고루 담은 스토리텔링?? 높아진 관객의 요구에 호응??? 스펙터클한 풍광과 잘 짜인 액션 등 영화로서의 재미도 준수????진짜 평론가 좀 제대로 뽑아라 잼민이랑 차이점이 헛소리가 더 긴 것 밖에 없네,부정
국제수사,1,연출 최악스토리 최악연기 최악배우들의 이름값이 아깝다.억지스런 설정과 개연성 하나도 없는 스토리이런 시나리오받고 곽도원이 출연을 하겠다고 했다고? 곽도원 필모그래피의 최대 오점이 될 영화.국제수사? 노노노국제망신!!,부정
오케이 마담,10,쥬라기월드를 넘나 재미있게 봤었던 초딩눈맛의 와이프가 새로이 꼽은 최애영화!! 고로 최고별점 드립니다. (저는 와이프가 흥미진진해하는 모습을 보느라 재미있었어요ㅋㅋ),긍정
테넷,2,넘어렵고난해함.극장에서자본건처음임.재미없음,부정
클로젯,2,"곡성..같은 느낌만 풍기더니...내용도 허접, 연기도 허접...캐스팅 능력만 뛰어남..",부정
애프터매스,1,이.이게뭐노.,부정
언힌지드,4,뻔한 싸이코 이야기. 시간절약 돈 절약하세요.,부정
국제수사,1,걍 요즘 뜨길래 봤는데 진짜 재미없어요 그냥 보지마세요 돈날려요,부정
담보,10,"배우들 연기 너무 좋고,, 캐스팅 정말 최고ㅠㅠ 꼭 보세요 두번 보세요 영화 보고 와서 자꾸 아른 아른 생각나서 다음날 유투브로 검색해서 영상 보는건 처음이네요? 또 보러 갈 예정 입니다~~~",긍정
디바,7,신민아 이유영의 연기가 아주 좋았던거 같습니다,긍정
담보,10,억지스런 장면이 없어서 좋았습니다.성동일님과 김희원님의 케미가 좋네요.아역의 연기도 너무 좋았습니다~,긍정
국제수사,1,진짜 포스터에 낚인영화...,부정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,가수의  가창력이 둗보이는 영화다감명깊게보았다기회가 되면 한번더 보고싶다,긍정
국제수사,8,요즘 볼 영화 없는데 소소하게 보기좋음 평들이 너무 안좋길래 기대 안하고 봤는데 웃겼음ㅋㅋㅋ,긍정
신비한 동물사전,10,"재미있게 볼 수 있는 마법 영화,",긍정
국제수사,1,이걸 필리핀에 수출하겠다고?? 씨부레 미국이랑 유럽에서 인종차별하면 풀발하는 것들이 대놓고 동남아 비하하는걸 수출하고 자빠졌네ㅋ 이게 바로 K-Racism이다!!,부정
스윈들러,8,"믿음,소망,사랑 그 중에 제일은 믿음이라",긍정
엑시트,10,진짜 너무 재밌네요. 다시 봐도 재밌어요. 왤케 짠하면서 웃긴지.. 울면서 봤는지 웃으면서 봤는지 모르겠어요 정말 잘봤습니다,긍정
데자뷰,1,뭐라는거야대사가안들리노,부정
그린랜드,1,그다지...재난영화중 제일 재미가 없는것 같다....,부정
트로이,10,핵토르 진짜 너무멋있고 아킬레우스 역시 너무멋있어서 우열을 가릴수가 없는 영화다,긍정
엑시트,7,방독면 쓰고 1층 가서 옥상 열쇠 가져오면 끝났을 걸. 헬기들도 그렇고 억지스러워서 보기 힘들었다.,부정
뮬란,1,에이퉤퉷 드릅게 재미없네!,부정
담보,10,극중 성동일에게 있어서 소이는 담보가 아닌 딸이였다.,긍정
사냥의 시간,4,"ㄹㅇ 긴장감은 졸라 높고, 연기도 잘하는데 스토리가 너무 없다.. 내가 보기엔 배우들이  살린거 같은데..",부정
나의 소녀시대,10,처음볼땐 미쳤다 왕대륙 존잘 영화가 뭐 하나 빠짐없이 완벽하네라고 생각했어요 로맨스 영화 탑이라해도 될 정도로요. 두번째는 영화관에서 봤는데 길어서 좀 지루하더라고요...ㅎ,긍정
판도라,5,하.. 신파 진짜 지긋지긋하네.. 상황이 상황인건 알겠는데 억지스러운거랑 신파 좀 뺏으면 훨씬 좋았을거 같다,부정
휴비의 핼러윈,4,"한동안 극장에서 볼 수 없었던 과거 아담 샌들러만의 코미디 영화를 보여준다. 웃음 코드가 맞으면 웃겠지만, 그렇지 않은 사람들에게는 또 다른 지루한 실패작이다.",부정
죽지않는 인간들의 밤,3,B급 코메디를 지향했지만 결과는 C급??,부정
뮬란,10,이상하네 난 재밌게  봤는데요..내가 이상한건가?ost최고임.,긍정
"좋은 놈, 나쁜 놈, 이상한 놈",10,ost도 너무 유명해서 말이 필요없는 한국영화의 명작 평좀 짜기로 유명한 평식이가 7점이나 준 영화다,긍정
테넷,10,정말 놀란은 천재다.이해가 되는않는  영화도 재미있을수 있구나를 느끼게해준다.,긍정
인디펜던스 데이,9,평점이 조금 낮아서 놀랐다,긍정
언힌지드,10,운전 공익광고 영화버전,긍정
악마는 사라지지 않는다,10,인간관계는 참 힘들구나!!! 스파이더맨의 연기력을 보게해준 영화,긍정
언힌지드,4,러셀크로우 분장한줄 알았던 사람 추천,부정
죽지않는 인간들의 밤,10,걍 가볍게 보기좋음 웃김 싸게봤음,긍정
담보,10,어린 승희의 연기를 보고 영화 보는 내내눈물을 흘렸네요.하지원의 인생 영화가 될거 깉네요.담보...5000만 영화 가자...담보...또 보러 갑니다...,긍정
파괴자들,1,뭐 이런 개 쓰레기 토크를 봤나,부정
도둑들,10,재밌었어요!인생영화,긍정
#살아있다,1,와...염력도 피했고 엄복동도 피했는데이걸 못피했네,부정
밥정,10,전혀 작위적이지 않은제도 드라마틱하고 뭉클하고 따뜻한 영화. 부모님 모시고 다시 보러갑니다.,긍정
미성년,10,친구들이랑 보기 좋아요 ㅋㅋ,긍정
담보,2,억지 역시 한국영화가 하 괜히봄애기가 예뻐서 그거만 ㅇㅈ,부정
진용,9,내 인생 최고의 영화. 어린 나를 설레해주던 영화,긍정
메피스토,2,평정ㅁ알바냐...아진짜.알바천국이네..,부정
몬스터 섬의 비밀,4,"70분의 짧은 러닝 타임에 맞는 이야기를 선보이는데, 생각만큼 흥미롭지는 않다.",부정
울프 콜,10,재미있었다 한번은 볼만한 유일무이한 영화,긍정
침입자,6,초중반 까지는 긴장감이 몹시 고조되어  흥미진진하게 봤는데..어느 순간 엥? 갑자기 흐름이 툭 끊기더니 조악하게 허겁지겁 마무리 되는 느낌...,부정
엑시트,1,한국 사람들의 심리를 알 수가 없다,부정
시에라 연애 대작전,1,나 여잔데 여자가 봐도 이건 뭐 ; 욕나온다 자기관리도 못하면서 세상이 날씬하고 이쁜애들 좋아하는거에 질투는 나고 잘생긴 남자애는 만나고 싶고 ㅋㅋ솔직히 요즘엔 이쁘고 잘생긴애들이 인성까지 좋다 시에라 같은 애들은 영화같이 딱 피해망상 자격지심에 찌달린 찌질이로 뒤에서 잘난애들 까내리고 추락시킬 궁리만 하지 남주가 제일 불쌍한영화 ;,부정
해리 포터와 아즈카반의 죄수,10,"그 장대한 스토리의 <아즈카반의 죄수>를 불과 2시간 20분의 시간 속에서도 원작의 흐름을 그대로 살리면서도 스피디하게 풀어낸 알폰소 쿠아론 감독의 연출력에 박수를. 다만, 3편의 영화적 재미를 그대로 느끼기 위해서는 원작 소설을 먼저 읽고 보는 게 더 나은 면도 있음.",긍정
장화신은 고양이,6,저세상 귀여움에 영화보는 내내 자동으로 아빠미소 장착. 내용 전개는 다른 디즈니 영화들에 비해 다소 헐렁한 편.,긍정
감기,1,"이건 ㄹㅇ 전라도 좌좀들이 만든영화 100프로 장담한다ㅋㅋㅋ.     군인들은 살인자로 묘사하고 시민들은 투쟁하고, 대통령은 국민을 위하는데 주변에서 만류한다?       그짝 폭동을 모티브로 만든건가..    근데 현실이랑 너무 정반대잖아ㅋㅋㅋㅋ       군인들은 나라 지키다 빨갱이들한테 다리 잃고 죽어가는데 대통령이란 스파이는 여전히 북바라긴데.      스토리 ㄹㅇ 극혐이다 오우오우... 보다 중간에 ㅈ같아서 평점 남겼는데 보다보니 아주 반미성향도 진하게 들어있네ㅋㅋㅋㅋ",부정
비밀은 없다,10,이런 한국 영화가 많이 나오면 좋겠어요,긍정
극한직업,1,평점좀 깍자. 천만관객이 다 미쳤나보다.,부정
어벤져스: 엔드게임,6,개연성이 심각하긴 한데 cg볼거리로 커버 가능ㅇㅇ 가장 아쉬운게 막판에 재밌게 보다가 페미니즘 묻은거보고 몰입도 확떨어짐ㅋㅋ,부정
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,10,말이 필요없습니다,긍정
헌터 킬러,10,어디서 많이 나왔을법한 장면들로구성했음에도 너무 깔끔하다 !,긍정
나쁜 녀석들: 더 무비,1,천만영화 베테랑과 극한직업을 흉내 냈다가 어설픈 시나리오와 연출로 폭망한 영화.,부정
밥정,10,영화 내내 가슴 뭉클한 감동이 느껴졌어요~~,긍정
오케이 마담,1,"CG 심각하게 티남,, 와 진짜 무슨 동네 CF같어..",부정
마녀,10,김다미 연기 잘하고 갠적으로 재밌음 제발 2 나왔으면 좋겠다,긍정
그린랜드,10,너랑 봐서 좋았다 끼야호오,긍정
에놀라 홈즈,10,지루함 없이 쭉쭉 전개되는 스토리. 거기다 배우들의 매력있는 연기는 덤,긍정
버닝,6,수긍은 가지만 뭔가 아쉽다. 맞아 떨어지는 것을 좋아하는 사람이라면 더욱.,부정
역린,10,정조대왕을 사랑하는 사람으로서 감독님께 감사드립니다,긍정
나 홀로 집에 2 - 뉴욕을 헤매다,10,진짜 노벨평화상 줘도 된다 . ㅋㅋ 내 자식을 낳아도 보여주고싶은 영화,긍정
굿바이 마이 러브NK: 붉은 청춘,2,우리는 뿌리깊은 이방인...일반인이 연출 한건 줄 알았는데...아니네요...연출이 너무나 아쉬운 작품이었습니다. 내용전달마저 희미해져 버린. 하지만 몰랐던 개인의 힘으로는 어찌 할 수 없었던 격동의 시절을 온 젊음으로 맞서야 했던 8진 선생님들의 이야기를 알게 되어 좋았습니다.,부정
잇 컴스 앳 나잇,1,1점도 주기 싫다 보고나니 시간이 너무 아까움 제발 보지마세요,부정
담보,10,꼬맹이가 연기 진짜 잘함,긍정
히트맨,5,그저그런영화.. 개인적으로 어디서 본듯한 흔한 연출이 식상해서 재미없었음,부정
담보,10,성동일 배우 연기에 눈물. 똘망똘망한 아역배우 귀엽. 하지원 좋아요,긍정
리틀 포레스트,10,소소한 영화.. 마음이 편안해져요. 추천합니다.,긍정
차우,10,옛날 영화들 은근 B급감성같은대도 재미있거나 명작도 있엉ㅋㅋ,긍정
파이란,10,내인생 최고의영화 !  지금껏 10 번이상은 봤다 봐도봐도 지겹지않은 최고의 걸작~!! 초록물고기 보다 파이란이 단언코 최고~!!,긍정
담보,10,그냥최고! 웃고.울고 인생베스트영화!,긍정
도망친 여자,10,이번에도 아주 멋진 작품이었습니다.,긍정
82년생 김지영,1,82년생 여자면 90년 중후반 잭키 HOT 팬덤 나눠서 현피로 싸우고 집앞에 찾아가서 혈서 보내던 세대 아님??82년생 2002년 월드컵 딱20살 되고 월드컵 정통으로 맞아서 맥주마시면서 제일 뜨겁게 응원하면서 놀던 세대 아님??82년생 21살 2003년부터 생리휴가 받으면서 바뀌는 신세대 선두주자인 세대인데 너무 극단적으로 간거같음.다른 사람 말처럼 62년 했으면 100퍼 공감,부정
82년생 김지영,1,"5, 60년대 태어나 남아선호 사상에 찌든 사람들에겐 공감을 받을 수 있겠지만...82년 서울생에 5살 아이 엄마 입장에서 너무 억지스러웠음.김지영의 삶은 강요받았다고 하고 싶었겠지만 내가 자란 시대는 자기 목소리를 충분히 낼 수 있던 시대였고, 집에서 육아를 하면서 자기 개발도 할 수 있고, 원한다면 자택에서도 일을 할 수 있는 시대임에도 불구하고...저 삶에 순종하는 건 김지영 본인의 선택이라는 거..",부정
#살아있다,4,별다른 감동도 없고 스토리도 약하고  재미도 없음.연기 잘하는 배우들만.안따깝다.,부정
테넷,9,이 영화가 양자물리학 그자체인 듯,긍정
애프터: 그 후,8,1편이 더 재밌어요ㅠ약간 질리지만 재탕하려면 할것같은 영화입니다!,긍정
프레스티지,10,역시나 놀란스러운 분위기가 가득한 영화. 스토리에 반하고 영상미 연출에 반하고,긍정
좋은 친구들,8,마지막 전개가 조금 아쉽긴하지만 충분히 현실적이고 재밌음,긍정
태양의 눈물,10,역쉬~ 다시봐도 너무 좋은 영화.,긍정
온다,1,영화보고 평점남긴거 맞나요 ㅋ,부정
혐오스런 마츠코의 일생,10,이 영화에 공감하지 못하는 사람이 있다는 사실이 날 씁쓸하게 한다. 마츠코는 사랑을 갈구하지만 정작 자신을 진심으로 사랑해준 사람들의 사랑은 밀어낸다. 마츠코는 많은 것을 가지고 태어났지만 살면서 그것들을 하나하나씩 다 잃는다. 마츠코는 죽고싶을 땐 못죽고 살고자 할 때 죽는다. 마츠코의 일생은 혐오스럽지만 마츠코는 혐오스럽지 않다.,긍정
오! 문희,2,내가 40년 인생에 이런거 처음 써봄이런 영화를 만든다고하면 나도 영화를 만들수 있겠구나 하는 자신감마저 들게 하는 인생 최악의 영화인듯후반부에는 최고조로 극을 달함대단혀 이런 짜임새없는 영화는 처음,부정
국제수사,6,좀더 장황하고 긴당감잇게 연출되럿스면,부정
블랙머니,9,정말 재밌게봤습니다 9점,긍정
담보,10,너무너무 따듯했던 영화 말도안되지만 말도안되게 따듯했던 영화인거 같아요보물이될꺼야~~,긍정
거침없이 쏴라! 슛 뎀 업,9,데드풀과 존윅의 콜라보. 안전벨트 풀고 차에 튕겨나갈때 뿜었다. ㅋ,긍정
아웃포스트,9,올해 본 영화 중에서 제일 좋았다고 했던 테넷보다 좋았어요!,긍정
리턴 투 센더,10,영화 시작부터 끝까지 긴장감로자먼드파이크의 눈빛연기는 진짜 소름돋음,긍정
나를 차버린 스파이,2,평점이 왜이리 높아개노잼 20분 보다 더는못참고 끕니다,부정
기기괴괴 성형수,1,별 0개 못주나 진짜 보다  뛰쳐나갈 뻔 함,부정
테넷,10,이런 스토리를 구성 할 수 있다는 점에 대해 정말 높게 평가 될 가치가 있다고 생각합니다. 추천 하는 영화 입니다.,긍정
담보,10,솔직히 재미없다고 하는 사람들 이해가 조금 안되긴 함. 각자의 취향이겠지만 평소 가족영화나 감동적인거 싫어하는 나도 너무 재미있게 봤음,긍정
해수의 아이,3,솔직히...작화는 진짜 좋았어요 바다의 유령? 노래도 웅장하고 거기까진 좋았습니다.. 중간에 조느라 바빴습니다 내용도 이해하기 어렵고 약간 스토리가 심오하다고 해야하나? 중간중간 설명해야 할 장면들이 빠진느낌+철학을 애니로 풀어서 2시간 본 느낌 그러고 엔딩 크레딧 올라갈때 솔직히 당황했습니다  전 노래가 중간에 나올줄 알고 기대하며 보고있었는데 목빠지게 기다려도 안나오고 결국 졸음도 참지못하고ㅠ 근데 엔딩에 노래가 나오더라고요....하하,부정
담보,10,인류애 회복하고 갑니다.,긍정
블리딩 스틸,4,짱개는 성룡포하뫠서 이제 영화찍지마라  ㅉㅉ 눈앞에서 대가리에 총 안쏘는 허접한 연출과 게름탱크 폭발속에서 화상하나 없이 멀쩡한 성룡얼굴보고 영화삭제했다. 송룡도 헐리웃에서 그만큼 했으면 좀 발전할 때 되지 않았나? 어째 갈수록 가관. 부잡한 짱개피는 못 속이나 보다,부정
악질경찰,8,재밌게 잘 봤습니당...,긍정
히트맨,1,별 0.5개도 아까움!!! 평점에 낚임 ㅡㅡ 아 내 두시간....,부정
빨간 앵두,5,사람이 억만장자라 할지라도 서지 않으면 무슨 소용 있겠는가?ㅠ,부정
리틀 포레스트2: 겨울과 봄,8,마음이 따뜻해지는 사람냄새 나는 영화.생각보다 넘 빨리 끝나서 어?! 한 영화.,긍정
오케이 마담,2,"해도해도 너무함, 이 배우들 모아놓고 뽀뽀뽀를 찍어도 이보다는 휠 나을듯!",부정
뮬란,2,중국 무술의 거품을 알게 되고 이런 류의 영화는 도저히 몰입이 안 됨,부정
바람 바람 바람,8,아무생각없이 보니 재미있었어용 ㅋㅋ,긍정
밥정,10,"내가 겪어보지 않은, 생각해보지도 못한 삶임에도 왜 이렇게 공감되고 감동적이었을까요. 가슴 뭉클한 영화였습니다. 어머니랑 같이 봤는데 셰프님이 기구한 삶을 사셨지만 마음에 사랑이 넘치시는 분 같다고 하셨어요. 그리움, 사람에 대한 사랑에서 비롯된 마음과 철학이 셰프님 요리에 담기는 것을 잘 보여주는 영상이었습니다. 올해 초에 예고편 봤을 때부터 개봉을 기대했던 영화였는데 이제서 보게 되네요. 시기가 이래서 상영기간도 짧고 관객들이 없는게 정말 아쉬웠는데 나중에라도 다들 꼭 보시길 바래요..!",긍정
죽지않는 인간들의 밤,1,출연진들 고생하셨지만 이번 작품은 제 인생에 최악의 기억을 만들어줬네요..다른의미로 참 감사합니다. 다시 한번 별점 후기로 영화 선택하지 않겠습니다..진찌 돈때문이라도 극장에서 안자는데 편인데 순간 기억을 잃고 잠에 빠져버렸습니다.. 연출진들은 반성하시고 알바분들은 들어거 쉬세요..,부정
담보,10,오랫만에 만난 마음을 따뜻하게 해주는 영화네요.,긍정
국제수사,8,웃기긴 진짜 웃기던데ㅋ 필리핀 두명 개무섭ㅋㅋ,긍정
담보,10,진짜 연기 너무 좋고 재미도 있고 감동도 있고 오랜만에 눈물 쏙 빼고 재밌게 잘봤습니다,긍정
우먼 인 할리우드,10,그 동안 사회에서 특히 영화 산업계에서 여성들을 어떻게 배제시켜왔는지 보여주는 영화,긍정
피원에이치 : 새로운 세계의 시작,6,이러는 이유가 있을 거 아니에요... 설현(My baby) 나오는 부분까지는 꽤 좋았음... 근데 그 이후부터 엥?스러운 부분이 500가지 정도 있음 잘생기고 연기 잘 하는 설현이가 나와서 6점^^...,부정
엑시트,1,클라이밍하면 63빌도 안전장비없이 맨손으로 오른다하지?? ㅋㅋㅋㅋ,부정
맨 오브 스틸,10,평점 왜 이따구냐? 존잼인데.. 갓스나이더!!!,긍정
침입자,10,솔직히 기생충보다 재밌게봄.,긍정
검사외전,9,아 재밌다 후속편 나와도 좋을 것 같은데....천만 갈 수 있었는데 넘 아쉽,긍정
겟 썸,1,평점이 너무 높은감이 있네;;;;,부정
테넷,10,이 영화는 미쳤다 그래서 관객도 다른의미로 미쳐버린다,긍정
그린랜드,4,개발암 개민폐 개논리 개노잼,부정
반도,2,아니 무슨 모하비가 람보르기니보다 빨라 ㅋㅋㅋㅋ,부정
무뢰한,10,가슴이 먹먹해지는 영화..여운이 한참간다,긍정
담보,10,아버지를 많이 생각나게하는 영화...,긍정
#살아있다,1,개연성도 없고 고구마 천개 먹은 답답함.. 이게 2020년에 나온게 신기함..,부정
6 언더그라운드,2,스토리전개가 완전 그닥..내스탈이랑 안맞네요,부정
"님아, 그 강을 건너지 마오",10,할머니 오래 오래 사세요..,긍정
타이타닉,10,말이 필요없음 수십번 본 인생영화,긍정
아비정전,10,사랑 받고 싶으나 상처 받기 두려운 마음을 발 없는 새로 표현한 왕가위에 박수를,긍정
82년생 김지영,1,ㅋㅋㅋ하아 어이가없다,부정
PMC: 더 벙커,10,가볍게 보기에는 재밋어요 굳이 1점 테러할필요는 없는거같아요. 살짝아쉬운건 이선균씨 북한말투정도?? 연기는좋은데 말투가...,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,콘스트를 보는듯 보는내내 진솔하게 정성을다하는 모습을잘담아내어 돌아서서 또 보고싶은 영화노래는 더할수없는감동최고의영화였습니다,긍정
뮬란,1,진짜 ㅂㄹ ..실망....,부정
담보,2,평점 조작된듯 진짜로 억지감동 개연성 부족 보지마세요,부정
더 퍼지,5,발암 초딩 때문에 암 걸릴 듯..,부정
반도,4,감독 바꼈나 싶었는데 같은 사람이네? 많은 장면이 오버스럽고 유치하고 세계관에 공감 안되고 몰입이 안 됨. 같이 발동동 굴러야 되는데 에이씨! 와~씹! 과한 설정에 실망하고 점점 기대감은 짜게 식어감 ( 킹덤은 어떡해~어떡해 발동동 구르면서 봄. 완전 몰입되서 사또야 죽지마 제발ㅜㅜ 하면서 봤음. 같은 좀비물인데 상반된 반응에 참 ) 그리고 연기자들이 연기는 안하고 연극을 하고 있어.. 서대위 연기 과해. 딱 연극 연기. 서대위 황중사 김노인 택시아줌마 전부 다 연극연기.. 킹덤의 사또같은 연기가 자연스럽고 좋은데 아쉬웠다.  첫째딸 좀비 레이싱할 때 나오는 음악 장르마저 식상하다,부정
담보,6,왜 꼭 우리나라 영화는 마지막에 억지눈물 짜낼려고 억지스토리 넣는지 이해가안가네,부정
피원에이치 : 새로운 세계의 시작,1,돈보고보는 미티 ㄴ 사람들은 당연히 아무도 없겟지,부정
우리들,10,가슴이 짠해지는 영화였습니다. 애들 영화를 이렇게 몰입감 높게 만드는 것도 작가의 재능이네요.,긍정
마녀,10,김다미 연기 참좋았어요,긍정
국제수사,8,재밌었어요 코믹스럽기도 했고 스토리도 볼만 했네요,긍정
콜 오브 와일드,1,OOO가 너무 CG티많이나는거아니냐,부정
강철비2: 정상회담,2,"현실성제로. 비현실주의 병맛스토리. 실실 쪼개면서  1시간반 낭비하기 딱 좋은영화. 기자평론가 평점이 6.64점이라는데서 빵터짐.감상포인트는 ""병맛 기승전일본OOO"" 감동지수는 낮음도 아까움.",부정
밥정,10,아침에 영화관에서 감동깊게 봣습니다.어머니 생각이 많이 났네요,긍정
창궐,1,공짜로 봐서 참 다행이다.,부정
엑시트,10,너무 재밌어요...,긍정
테넷,10,영상을 공부하는 사람으로서 이 영화는 정말 말로 표현할수 없습니다 배우들의 연기력부터 연출 그리고 가장중요한 스토리까지 기립박수를 10시간쳐도 모자르네요,긍정
부활: 그 증거,10,코로나 시대에 너무나 필요한 영화라는 생각이 듭니다,긍정
담보,10,너무 감동적이어서 울었습니다 ~~,긍정
82년생 김지영,1,1882년 김지영,부정
언힌지드,1,잤다 실컷 잤다 중간에 영화소리에 놀라 잠깐 깼다가 또 잤다 근데 네이버 영화평점 왜 이렇게 귀찮게 만들어 놓은거냐? 혹시 일부러?,부정
코코,10,간만에 애니 보면서눈물 흘렸네뭐 이렇게 찡하게 만든겨 디즈니ㅠ,긍정
라라랜드,1,ost와 영상미는 인정. 엔딩은 굳이 저렇게 했어야했나 싶다,부정
사냥의 시간,4,올드한 사람으로써 터미네이터 1편 보는것 같았음..ㅋㅋ,부정
82년생 김지영,1,사실 1점도 아까워요.,부정
더 룸,10,영화 몰입이 잘됩니다 굿 추천이요,긍정
담보,10,너무너무 재밌었어요 ㅠㅠ 추천해요ㅠㅠㅠ,긍정
킹 아더 카멜롯의 기사,1,스토리 연기 연출 모든게 최악이고 영화 만들 때 돈이 없었나? 기사8명이서 왕국을 먹는다? 이딴영화를 본 기억을 지우고 싶다. 별도 주면 안된다.. 다른 피해자가 절대 생기지 않길 바라며..,부정
레이싱 인 더 레인,10,올해 본 영화중에 가장 따뜻하고 감동적이네요. 제목만 보면 레이싱영화 같은데 장르는 드라마구요. 망설이는 분 계시다면 강추입니다. 예전 말리와나 도 생각나고.. 가족들에게 잘해야겠습니다!,긍정
봉오동 전투,1,"처음봤을 때 감동적이었던 기억에다시 봤는데 한국식 신파가 아주 잘 보임일본군의 잔혹성, 조선의 힘없는 백성들이 보여준 응집력과 그 결과물에 대한 이야기인데다시봤을 때 전투 장면은 너무 터무니없고 신파가 넘침.영화 명량의 전투 흐름을 그대로 따라했는데 명량보다 박진감도 안넘치고, 이쯤 반격하겠구나 예상되는 패턴과 주인공의 오글거리는 독백.아니 매복지 숲에서 유인한 평지까지 대략 200m~300m는 넘어보이는데 던지는 수류탄이박격포 떨어지듯 날아감 하..어떤 역사고증을 하면 이런 말도안되는 전투장면을 연출하는지...21세기 한국영화 전투장면에는 신파가 없으면 안되나?이런 감독들 제작자들이 한국영화 망친다",부정
도어락,10,공효진의 연기력과 배우들의 합이 좋았다영화 스토리 현실성이 너무 높아 그 공포가 배로 다가왔다,긍정
담보,10,눈물을 많이 흘렸습니다,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,보고 또 봐도 감동이고...마음이 먹먹해지고....누구에게도 위로 받지 못햇는데...호중님 노래가.너무 큰 위로가 됩니다...,긍정
반도,2,존유치 존엉성 반쯤 보다가 도저히 못보겟어서 끔 부산행은 여기 비하면 걸작이네,부정
모뉴먼츠 맨 : 세기의 작전,10,특수 임무를 맡은 팀의 리더는 적어도 중령에서 대령 계급은 줘야지. 그래야 원활하게 임무 수행이 가능하지. 초장부터 차량 지원 못 받고 보병 대령한테 털리는 거봐.,긍정
걸캅스,2,아~ 이 영화였구나 자칭 페미라고 떠들고 다니는 메갈리아 부류의 한남혐 하는 김찌찌개 녀ㄴ 들이 보지도 않을거면서 예약만 이빠이 해놓은 탓에 좌석판매율 1위 했다던...,부정
날씨의 아이,10,봐도봐도 너무 좋은 영화.,긍정
언힌지드,4,하....시간아까움,부정
죽지않는 인간들의 밤,1,한국영화는 그만만들어라 이정현 기부해라,부정
반도,2,"억지감동, 이질적인 CG 그냥 클레멘타인 이랑 다를게 없는 졸작 딱한가지 장점은 영화의 전체적인 색감 그 외에는 딱히 없음",부정
검객,8,역시 믿고보는 장혁형님의 액션씬! 다소 조금은 지루할수 있으나 재밌게 봤어요ㅎㅎ,긍정
엑시트,10,아무 기대없이 봤는데재미있었던 영화,긍정
그린랜드,10,내 인생영화 중 하나로 꼽힐 정도로 ㄹㅇ 최고의 명작,긍정
테넷,8,박지훈 누가 그에게 일을 주는가,긍정
국제수사,10,기분전환용으로 강추합니다 오랜만에 실컷 웃었어요,긍정
맨 프롬 UNCLE,9,가이 리치 영화는 케릭터가 살아있지만 영화를 주도하지않는다. 모든 역할이 스토리라인을 질서정연하게 잘 따라가지만 그만의 색을 잃지않는다. 그 정리된 파격이 나를 미치게한다. 일리야가 보트 추격전을 벌일때 나폴레옹이 음악을 음미하며 한잔의 술과 샌드위치를 즐기는 장면이 그러했다.,긍정
82년생 김지영,1,젠더갈등을 일으킬수있는요소가영화에 과장되어 많이 표현되어있음 평점이 왜높은건지 이해가안감,부정
테넷,1,너무꼬으고 꼬아서 오히려 재미가 반감됌. 처음으로 실망한 놀란감독 영화.,부정
